text_a	label
女 , 2 5 岁 。	O O B E O O
最 近 身 体 出 现 耳 鸣 ， 医 生 建 议 复 查 ， 是 身 体 太 累 了 ？	B E B E B E B E O B E B E B E O O B E B E O O
不 会 复 发 吧	B E B E O
6 月 5 肺 炎 住 院 6 月 8 号 确 诊 肺 栓 塞 当 时 胸 闷 气 短 胸 痛	O O O B E B E O O O O B E B I E B E B E B E B E
发 病 时 感 觉 累 ， 血 糖 高 、 高 血 压 、 但 平 时 控 制 好	B E O B E O O B E B I I I I I E B E B E O
服 用 耐 信 有 八 天 了 ， 之 前 也 服 用 过 兰 索 拉 唑 几 天 ， 可 是 我 进 食 疼 痛 还 是 没 有 改 善 ， 还 有 就 是 夜 里 睡 眠 严 重 受 影 响 。	B E B E O B E O O B E O B E O B I I E B E O B E O B E B E B E B E B E O B E B E B E B E B E O B E O
幽 门 螺 杆 菌 好 根 除 不 ？	B I I I E O B E O O
医 院 开 的 药 是 饭 前 饭 后 多 长 时 间 服 好 ？	B E O O O O B E B E B E B E B E O
天 天 吃 稀 饭 和 面 条 放 青 菜 没 问 题 吧 ？	B E O B E O B E O B E O B E O O
如 果 后 面 继 续 吃 药 还 拉 黑 色 的 粪 便 会 不 会 是 其 他 疾 病 ？	B E B E B E B E O O B E O B E O B E O B E B E O
以 前 有 过 胸 膜 炎 ， 但 已 治 愈 。	B E O O B I E O O O B E O
现 已 怀 孕 ， 但 又 出 现 胸 闷 气 短 的 现 象 ， 躺 床 上 的 时 候 侧 身 睡 觉 很 不 舒 服 。	O O B E O O O B E B E B E O B E O O B E O B E B E B E O O B E O
胃 溃 疡 拌 出 血 ， 出 院 后 就 哄 咙 干 ， 牙 龈 出 血 ， 左 腹 有 两 个 位 置 阵 疼 ， 肚 脐 两 旁 也 阵 疼 ， 大 便 有 黑 点 点 ， 是 不 是 还 需 要 检 查	O B E O B E O B E O O B I E O B E O O O B E O B E B E B E O B E B E O B E O B E O O B E O O B E O B E B E
以 前 一 直 觉 得 胃 不 舒 服 4 年 前 有 一 次 胃 出 血 便 血 后 进 行 过 一 些 中 药 治 疗 和 平 时 吃 一 些 胃 的 保 健 药 嘴 里 溃 疡 也 经 常 有 前 几 天 体 检 查 出 幽 门 想 进 一 步 治 疗	B E B E B E O B I E O O O B I E O B E B E O B E O B E B E B E O B E O B E O O B I E O O B E O B E O B I E B E B E B E O B I E B E
肺 栓 塞 病 情 稳 定 ， 最 近 有 毫 无 症 兆 晕 倒 的 现 象 ，	B I E B E B E O B E O B E B E B E O B E O
医 院 医 生 说 这 个 病 没 有 别 的 办 法 了 ， 现 在 出 院 在 家 口 服 华 法 林 ， 想 请 问 专 家 有 别 的 办 法 没 。	B E B E O B E O B E B E B E O O B E B E O O B E B I E O O B E B E O B E B E O O
我 们 家 没 有 这 样 的 病 ， 就 是 吃 饭 痛 ， 不 吃 饭 就 不 痛	B E O B E B E O O O B E B E O O O B E O B E
用 鼻 子 呼 吸 困 难 晚 上 打 鼾	O B E B E B E B E O O
我 母 亲 昨 天 在 瑞 金 医 院 做 心 超 检 查 ， 超 声 描 述 ： 主 动 脉 瓣 局 部 增 厚 ， 回 声 增 厚 ， 开 放 不 受 限 ；	O B E B E O B E B E O B E B E O B E B I I I I I E B E B E O B E B E O B E O B E O
主 动 脉 瓣 轻 微 反 流 ；	B I I E B E B E O
轻 微 三 尖 瓣 反 流 ，	B E B I E B E O
估 测 肺 动 脉 收 缩 压 约 4 1 m m H g 。	B E B I E B I E O B E B I I E O
超 声 意 见 ： 肺 动 脉 高 压	B E B I I I I E B E
头 向 后 一 抬 才 开 始 两 只 胳 膊 发 麻 ， 过 了 几 天 胳 膊 不 怎 么 麻 了 上 半 身 后 面 开 始 发 麻 ？	O B E O O O B E B E B E B E O O O B E B E O B E O O B I E B E B E B E O
之 前 大 腿 断 了 三 个 月 没 下 地 。	B E B E O O B E O O B E O
重 度 胰 腺 炎 诱 发 肺 血 栓 ， 呼 吸 困 难 ， 靠 机 器 呼 吸 ！	B E B E O B E B I E O B E B E O O B E B E O
胃 病 已 经 有 八 年 ， 2 0 0 7 年 胃 镜 显 示 糜 烂 性 胃 窦 炎 ， 吃 过 一 段 时 间 奥 美 拉 唑 ， 当 时 效 果 很 好 ， 2 0 0 8 年 胃 镜 显 示 浅 表 性 胃 炎 ，	B E B E O B E O B I I E O B E B E B E O B E O O O O B I I E B I I E O B E B E O O O B I I E O B E B E B E O O O O
之 后 一 直 未 治 疗 。	B E B E O B E O
2 0 1 4 年 1 0 月 又 开 始 胃 痛 ， 特 别 是 饭 后 涨 痛 ， 气 色 开 始 不 好 ， 人 瘦 得 很 快 。	B I I E O B E O O B E B E O B E O O O B E O B E B E B E O O O O B E O
b 超 肝 胆 脾 胰 正 常 ，	O O B I I E B E O
肾 也 正 常 ， 吃 过 一 段 时 间 中 药 和 奥 米 拉 唑 没 有 效 果 ， 2 0 1 5 年 4 月 胃 镜 显 示 胃 窦 0 . 6 * 0 . 8 胃 溃 疡 , 医 生 开 了 兰 索 拉 唑 ，	O O B E O O O B E B E B E O B I I E B E B E O B I I E O O O B E B E B E B I I I I I E O B E O B E O O B I I E O
现 在 已 经 吃 了 六 个 多 星 期 。	B E B E O O B E O B E O
现 在 疼 痛 明 显 减 轻 了 ， 但 是 下 午 和 晚 上 胃 还 是 会 不 舒 服 ， 特 别 是 晚 饭 后 ， 还 是 会 胀 痛 。	B E B E B E B E O O B E B E O B E O B E O O B E O B E O B E O O B E O B E O
胃 镜 时 未 做 幽 门 菌 检 测 ，	B E O O O B I E B E O
吃 过 四 天 大 剂 量 兰 索 拉 唑 （ 每 次 两 粒 ， 一 天 两 次 ） 后 ， 才 做 的 幽 门 菌 检 测 ， 碳 1 3 呼 汽 8 5 阴 性 （ 1 0 0 为 标 准 ） ，	O O B E B I E B I I I I I E B E O B E B I I E O O O O B I E B E O O B E B E B E B I I I I E O B I E O
会 不 会 是 假 阴 性 ， 本 人 妹 妹 ， 母 亲 均 发 现 有 幽 门 菌 。	O B E O O B E O B E B E O B E O B E O B I E O
现 在 吃 着 兰 索 已 经 6 个 星 期 ， 下 一 步 应 该 怎 么 治 疗 ？	B E O O B E B E O O B E O B I E B E B E B E O
2 0 1 5 年 治 疗 过 以 后 时 不 时 不 舒 服 ， 后 又 去 鼓 楼 医 院 消 化 内 科 张 晓 琪 主 任 看 过 ， 她 说 没 问 题 ， 开 了 几 盒 安 胃 疡 胶 囊 至 今	B I I E O B E O B E B I E O B E O O B E B E B E B E B E B I E B E O O O O O O B E O O O B E B I E B E B E
华 法 林 是 只 能 防 止 血 栓 形 成 还 是 既 能 防 止 血 栓 形 成 又 能 减 小 减 少 已 有 的 血 栓 ？	B I E O B E B E B E B E B E B E B E B E B E B E B E B E O O O B E O
之 前 喝 酒 就 拉 黑 便 ， 不 知 道 怎 么 回 事 ， 这 次 比 较 严 重 （ 没 喝 酒 ， 估 计 是 喝 咖 啡 导 致 ） ， 网 上 一 查 才 知 道 胃 出 血 ， 有 进 行 性 消 瘦 的 症 状	B E B E O O O O O O B E B E B E O B E B E B I I E B E O B E O O B E B I E O B E B E O B E O B E O O B I E B E O B E
肠 溃 疡 十 多 年 ， 一 直 便 秘 ， 排 便 困 难 ， 排 便 时 会 痛 。	O B E O O O O B E B E O B E B E O B E O O O O
很 多 东 西 都 不 敢 吃 。	B E B E O B E O O
胃 溃 疡 ， 烧 心 ， 嘴 里 咸 ， 甜 。	O B E O B E O O O O O O O
。	O
。	O
发 病 原 因 就 是 消 化 不 良 ， 胃 胀 喝 酸 奶 易 。	B E B E B E B E B E O O O O B E O O
反 酸	B E
胃 溃 疡 拌 出 血 是 不 是 没 有 控 制 住 啊 ， 还 需 要 检 查 么 ， 现 在 胃 有 两 个 地 方 在 阵 疼 ， 肚 脐 两 旁 也 阵 疼 ， 哄 咙 干	O B E O B E O B E B E B E O O O O B E B E O O B E O O B E B E O B E O B E B E O B E O B I E
胃 痛 ， 照 的 胃 镜 是 胃 溃 疡 ， 还 有 一 块 0 8 的 息 肉 ， 还 有 幽 门 螺 旋 杆 菌 感 染 ！	B E O O O B E O O B E O B E B E B E O B E O B E B I I I I E B E O
做 了 病 理 没 有 问 题 出 现 ， 就 是 等 待 手 术 做 息 肉 ，	O O B E B E B E B E O B E B E B E O B E O
幽 门 螺 旋 杆 菌 也 在 治 疗 ， 吃 了 半 个 月 的 药 ！	B I I I I E O O B E O O O B E O O O O
吃 完 治 疗 幽 门 螺 旋 杆 菌 的 药 以 后 ， 又 吃 了 近 半 个 月 治 疗 胃 的 药 ， 现 在 还 是 偶 尔 胃 痛 ，	O O B E B I I I I E O O B E O O B E O B E O B E O O O O B E B E B E B E O
有 的 时 候 很 疼 ， 有 的 时 候 撕 拉 撕 拉 的 疼 ， 请 问 医 生 这 种 病 情 属 于 正 常 的 吗 ？	B E B E O O O B E B E B E B E O O O O O B E B E B E B E B E O O O
还 是 有 点 不 放 心 ， 还 用 进 一 步 做 别 的 检 查 吗	B E O O O B E O B E B I E O O O B E O
女 , 3 2 岁 。	O O B E O O
王 大 夫 ， 您 好 ！	B I E O B E O
我 今 年 3 3 岁 ， 近 期 一 直 频 发 头 疼 ， 大 约 从 9 岁 左 右 一 日 深 夜 突 发 严 重 头 疼 ， 父 亲 半 夜 买 来 止 疼 片 才 缓 解 ，	O B E B E O O B E B E B E B E O B E O O O B E B E B E B E B E B E O B E B E O O B E O O B E O
之 后 发 作 不 多 但 时 不 时 会 头 疼 ， 尤 其 是 夏 季 ， 考 试 紧 张 ， 着 凉 ， 久 坐 均 会 容 易 头 疼 ， 均 是 依 靠 睡 觉 缓 解 ， 偶 尔 吃 止 疼 片 ，	B E B E B E O B I E O B E O B E O B E O B E B E O B E O B E B E B E B E O B E B E B E B E O B E O B E O O
一 直 到 高 考 后 ， 大 学 期 间 注 意 锻 炼 和 营 养 ， 发 作 相 对 较 少 ， 工 作 近 1 0 年 也 是 紧 张 ， 着 凉 ， 休 息 不 好 容 易 发 作 ， 近 3 年 尤 其 频 繁 起 来 ，	B E O B E O O B E B E B E B E O B E O B E B E B E O B E O B E O B E B E O B E O B E B E B E B E O O O O B E B E B E O
大 部 分 时 间 是 因 为 睡 觉 感 觉 窗 户 透 风 引 起 的 着 凉 头 疼 ， 每 次 头 疼 必 然 彻 底 呕 吐 后 休 息 一 会 才 好 ， 多 的 时 候 一 个 星 期 发 作 2 到 3 次 ，	B I E B E O B E B E B E B E B E B E O B E B E O B E B E B E B E B E O B E B E B E O O O B E B E B E B E O O O O O
均 未 吃 止 痛 片 一 类 的 药 ， 因 为 头 疼 后 吃 什 么 吐 什 么 ， 连 热 水 也 会 吐 出 来 ， 有 时 候 头 疼 先 是 感 觉 脖 子 僵 硬 之 后 开 始 头 疼 ，	O O O B E O B E O O O B E B E O O B E O B E O O B E O O O B E O O B E B E O O B E B E B E B E B E B E O
有 时 候 是 压 力 较 大 精 神 紧 张 引 发 ， 但 不 管 怎 样 都 是 当 天 发 作 当 天 吐 完 即 好 ， 后 去 医 院 做 过 脑 部 C T 及 供 血 检 查 ， 也 看 过 中 医 ，	O B E O B E B E B E B E B E O O B E B E O O B E B E B E O O O O O O O B E O O B E B E O B E B E O O B E B E O
只 是 给 开 了 一 些 简 单 的 中 成 药 ， 没 有 坚 持 服 用 ， 春 节 期 间 回 到 南 方 老 家 ， 又 感 觉 晚 上 睡 觉 脑 袋 凉 ， 自 此 大 椎 部 位 开 始 僵 硬 发 疼 继 而 脑 袋 疼 ，	B E O B E B E B E O B I E O B E B E B E O B E B E O O B E B E O O B E B E B E B E O O B E B E B E B E B E B E B E B E O O
连 续 5 天 ， 这 也 是 第 一 次 连 续 中 轻 度 头 疼 ， 吃 了 阿 斯 普 林 没 有 止 疼 ， 连 续 服 用 正 天 丸 几 天 ， 也 更 注 意 保 暖 ， 最 后 渐 渐 减 轻 至 好 ，	B E O O O O O O B I E B E B I E B E O O O B I I E B E B E O B E B E B I E B E O O O B E B E O B E B E B E O O O
节 后 回 到 北 京 希 望 进 一 步 找 对 病 因 ， 能 否 找 您 来 看 看 ？	B E O O B E B E B I E O O B E O B E O O O B E O
谢 谢 您	B E O
吃 了 好 多 药 不 见 好 中 医 治 疗 两 周 也 不 见 好 腹 部 还 是 疼 痛	O O B E O B E O B E B E B E O B E O B E B E B E
服 去 做 胃 镜 ， 这 是 胃 镜 报 告 ， 活 检 还 没 出 来 ， 医 生 帮 我 看 看 ， 癌 症 可 能 性 大 吗 ？	O O O B E O O O B E B E O B E O B I E O B E B E B E O B E B E O O O O
胆 囊 结 石 做 的 微 创 摘 除 胆 囊 后 ， 吃 点 什 么 药 物	B E B E O O B E B E B E O O O O B E B E
发 病 是 ， 头 晕 手 脚 软 ， 之 前 发 病 十 几 分 钟 都 可 以 自 行 回 复 ， 最 后 这 次 发 病 十 几 个 小 时 都 没 能 回 复 ， 还 是 去 医 院 做 处 理 后 心 跳 才 由 原 来 的 1 7 0 回 复 到 8 0 ，	B E O O B E B E O O B E B E B I I E O B E B E B E O B E B E B E B I E B E O B E B E O B E O B E O B E O B E O O B E O B I E B E O B E O
现 在 心 跳 都 保 持 在 1 0 2 左 右	B E B E O B E O B I E B E
我 现 在 想 问 做 的 心 电 图 这 严 重 吗 ？	O B E O O O O B I E O B E O O
要 做 消 融 手 术 吗 ？	O O B E B E O O
有 一 年 半 多 了 ， 最 近 两 个 月 明 显 。	O B I E O O O B E B E O B E O
嘴 唇 发 紫 ， 走 路 头 晕 ， 爬 楼 梯 一 层 就 喘 。	B E B E O B E B E O O B E B E O O O
有 低 氧 血 症 。	O B E B E O
没 有 遗 传 史 ， 肺 压 4 5 ， 吃 了 波 生 坦 后 超 声 4 2 。	B E B E O O B E B E O O O B I E O B E B E O
吃 中 药 有 用 吗 ？	O B E B E O O
现 在 的 情 况 严 重 吗 ？	B E O B E B E O O
这 个 病 会 遗 传 吗 ？	B E O O B E O O
平 时 需 要 注 意 什 么 ？	B E B E B E B E O
女 , 5 7 岁 。	O O B E O O
双 侧 肺 动 脉 选 段 及 分 叉 处 ， 部 分 肺 叶 动 脉 ， 肺 段 动 脉 官 腔 内 广 泛 血 栓 C T A 表 现 。	B E B I E B E O B I E O B E B I I E O B I I E B E O B E B E B I E B E O
一 年 半 前 有 一 次 恶 心 呕 吐 不 止 去 过 重 症 监 护 室 ， C T 发 现 胃 特 别 大 ， 里 面 全 是 气 体 ， 后 来 查 出 高 血 压 及 胃 溃 疡 ， 当 时 点 滴 过 一 些 保 护 胃 黏 膜 的 药 ，	B I E O O B E B E B E B E B E B E B I E O B E B E O B E O O B E B E B E O B E B E B I E O O B E O B E B E O B E B E B I E O O O
后 来 出 院 吃 过 医 生 开 的 胃 药 ， 但 是 感 觉 效 果 不 理 想 。	B E B E B E B E B E B E O B E B E B E O B E O
现 在 的 问 题 是 胃 不 痛 ， 平 时 吃 喝 都 正 常 ， 就 是 每 天 嘴 有 味 ， 晚 上 睡 觉 味 很 大 ，	B E O B E O O B E O B E O O O B E O O O B E O B E O B E B E O B E O
发 苦 ， 早 上 醒 来 觉 得 嘴 里 有 点 血 腥 味 ， 特 别 像 当 时 在 医 院 医 生 做 的 从 胃 里 往 出 抽 气 体 时 抽 出 的 那 个 味 ， 想 问 问 大 夫 是 不 是 有 可 能 胃 溃 疡 还 没 有 康 复 ？	B E O B E B E B E B E B E B E O O B E O B E O B E B E O O O B E B E O B E O B E O B E O O O B E B E O B E O B E O B E O B E B E O
吃 什 么 药 好 ？	O B E O O O
病 发 是 至 今 有 一 个 月 ， 刚 开 始 呕 吐 ， 前 胸 胀 疼 ， 胃 胀 疼 ！	B E O B E O B E O O O B E B E O B E B E O O B E O
明 显 食 欲 下 降 ！	B E B E B E O
现 服 中 药 十 六 副 之 后 ， 今 天 又 出 现 前 胸 胀 疼 ，	O O B E B E O B E O B E O B E B E B E O
胃 胀 疼 的 现 象 ！	O B E O B E O
去 年 腊 月 我 被 冰 柜 盖 子 碰 到 了 脑 袋 现 在 脑 袋 里 面 轰 轰 响 走 路 有 点 不 稳 做 了 两 次 脑 C T 一 次 颈 椎 磁 共 振 一 次 前 庭 功 能 检 测 一 次 脑 袋 M R A M R V 一 次 脑 血 管 彩 超 都 没 有 问 题	B E B E O O B E B E B E O B E B E B E B E B E O B E O O B E O O B E O B E B E B E B I E B E B E B E B E B E B E B I E B I E B E O B E B E O B E B E
晚 上 睡 眠 突 然 憋 醒 、 呼 噜 声 很 大 、 白 天 头 昏 脑 涨 还 打 瞌 睡 、 没 精 神	B E B E B E B I I I E O B I I I E B E B E O O B I I E B E
最 一 开 始 是 脖 子 左 边 淋 巴 结 大 了 ， 然 后 选 择 吃 罗 红 霉 素 ， 饭 前 吃 的 ， 然 后 胃 部 就 开 始 疼 痛 连 带 胃 部 两 边 疼 ， 可 能 饮 食 不 规 律 引 发 的 ，	O B I E O B E B E B I E O O O B E B E O B I I E O O O O O O B E B E O B E B E B E B E B E O O B E B E O B E B E O O
十 多 年 前 检 查 是 慢 性 胃 炎 吃 了 好 多 中 药 后 好 了 ， 中 间 没 再 检 查 过 ， 这 次 发 病 后 饭 量 减 小 ， 人 体 消 瘦 ， 大 便 正 常 ， 没 有 呕 吐 等 症 状 ，	B I E O B E O B E O B E O B E B E O O O O B E O O B E O O B E B E O B E B E O B E B E O B E B E O B E B E O B E O
检 查 怀 疑 是 胃 C A ， 吃 了 半 个 月 药 ， 检 查 说 是 良 性 ， 但 是 看 说 明 书 说 吃 埃 索 拉 唑 可 减 轻 症 状 ， 导 致 误 诊 ，	B E B E O O B E O O O B E O O O B E O O B E O B E O B I E O O B I I E O B E B E O B E B E O
这 是 肺 部 穿 刺 病 理 看 一 下	O O B E B E B E O B E
睡 觉 时 老 打 呼 噜	B E O O O B E
教 授 您 好 ！	B E B E O
我 是 来 自 湖 南 湘 潭 的 肾 衰 女 学 生 ， 曾 去 军 总 咨 询 过 您 病 情 ， 近 来 做 了 配 型 ， 但 发 现 乙 肝 检 测 没 有 抗 体 ， 医 生 要 我 去 打 个 乙 肝 疫 苗 。	O O B E B E B E O B E O B E O O O B E B E O O B E O B E O O B E O O B E B E B E B E B E O B E O O O O O B E B E O
可 是 昨 天 跑 到 卫 生 院 和 防 疫 站 都 说 不 给 我 打 ，	B E B E B E B I E O B I E O O B E B E O
因 患 有 慢 性 肾 脏 病 所 以 按 规 定 就 不 准 打 ， 而 且 还 说 疫 苗 有 很 多 种 打 法 ， 一 月 的 三 月 的 半 年 的 一 针 三 针 多 针 增 强 什 么 的 ，	O B E B E B E B I E O B E O B E O O B E O O B E O B E O B E O B E O B E O B E O B E B E B E B E B E O O
我 也 不 知 该 打 哪 一 种 ， 想 请 您 给 予 指 点 ！	O O O O O O B I E O O O O B E B E O
感 恩 ！	B E O
感 谢 ！	B E O
为 什 么 医 生 说 吃 药 一 个 月 后 如 果 不 行 要 做 手 续 ， 就 是 觉 得 那 个 肿 瘤 标 记 1 9 9 高 了	B I E B E O B E B E O O B E B E O O B E O B E B E B E B E B E B I E O O
腹 胀 食 欲 不 好 没 有 家 足 使	B E B E O O B E B E O
今 天 体 检 有 胆 结 石	B E B E O B I E
可 能 是 早 年 做 体 力 活 造 成 的 损 伤 后 遗 证 之 类 的	B E O B E O B E O B E O B E B I E B E O
胃 疼 ， 做 过 手 术 ， 一 周 前 有 轻 微 出 血 。	B E O O O B E O B E O O B E B E O
打 呼 噜 声 太 大 了 ， 记 忆 力 下 降 ， 脑 子 不 清 醒 ， 睡 醒 感 觉 很 累	O B E O O O O O B I E B E O B E O B E O O O B E O O
打 呼 噜 声 有 点 巨 响	O B E O O O B E
右 上 腹 痛 小 便 黄 腹 胀 食 欲 不 振 浑 身 没 劲 脾 大 乙 肝 病 毒 感 染 胆 囊 炎	O B E O B E O B E B E B E B E B E O O B E B E B E B E O
睡 觉 醒 了 ， 手 脚 麻 ， 一 出 力 人 很 累	B E O O O B E O O O B E O B E
两 年 前 崴 过 脚 ， 足 部 向 内 崴 脚 。	B E O O O O O B E O O B E O
足 部 肿 起 ， 韧 带 受 损 ， 腿 部 出 现 一 天 硬 索 ， 无 法 走 路 ， 后 针 灸 放 血 好 起 来 。	B E B E O B E B E O B E B E B E B E O B E B E O O B E B E O B E O
后 又 因 运 动 稍 多 腿 部 肿 胀 加 剧 ，	O O O B E O O B E B E B E O
天 气 转 凉 脚 踝 容 易 有 轻 微 不 适 感 ， 小 腿 部 硬 索 仍 存 。	B E B E B E B E O B E B E O O B E O B E B E O
早 上 吃 完 月 饼 和 喝 了 一 斤 牛 奶 ， 之 后 就 高 烧 ， 而 且 不 敢 多 吃 饭	B E O O B E O O O B E B E O B E O B E O B E B E O B E
没 有 什 么 补 充	B E B E B E
高 血 压 吃 药 一 直 控 制 挺 好 ， 昨 天 上 午 开 始 头 有 点 晕 ， 下 午 呕 吐 两 次 ， 晚 上 去 医 院 看 的 急 诊 ， 做 了 脑 c t ， 验 血 ， 心 电 图 都 还 好 ，	B I E O O B E B E B E O B E B E B E O B E O O B E B E B E O B E O B E O O B E O O O O B E O B E O B I E O B E O
医 生 开 了 药 ， 现 在 还 是 头 昏 乏 力 恶 心	B E O O O O B E O O B E B E B E
没 有 ， 谢 谢 医 生	B E O B E B E
我 怀 儿 子 引 起 的 ， 有 十 年 了 ， 以 前 偶 尔 发 作 一 下 ， 上 个 月 频 繁 发 作 。	O O B E B E O O O B E O O B E B E B E B E O B I E B E B E O
去 看 了 神 经 内 科 ， 还 针 灸 了 两 次 ， 第 二 次 针 灸 后 艾 灸 后 ，	O O O B I I E O O B E O B E O B I E B E O B E O O
感 觉 左 大 腿 外 侧 的 皮 肤 一 直 火 辣 辣 的 痛 。	B E B I E B E O B E B E B I E O O O
现 在 还 有 一 点 痒 ， 有 时 候 偶 尔 又 会 不 烫 。	B E O O B E O O B E O B E O O O O O
心 脏 彩 超 、 （ 颈 动 脉 ） 彩 超 、 消 化 系 统 B 超 、 泌 尿 系 统 B 超 、 双 侧 下 肢 静 脉 （ 8 根 ） 都 未 发 现 异 常	B E B I I I I I I E B I I I E B E O B I I E B E O B I I E B E B E B E B E O O B E B E
4 月 初 发 现 左 臂 抬 不 起 来 ， 麻 木 并 有 萎 缩 。	O O O B E B E O O B E O B E O O B E O
做 了 肌 电 图 诊 断 为 臂 丛 神 经 炎 ， 用 药 并 进 行 了 7 针 鼠 神 经 注 射 。	O O B I E B E O B E B E O O O O O B E O O O O B E B E O
左 臂 能 抬 起 来 ，	B E O O O O O
